1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;3
9;4
10;5
11;3
12;4
13;5
14;4
15;2
16;1
17;2
18;3
19;2
20;3
21;3
22;3
23;3
24;2
25;2
26;3
27;2
28;3
29;2
30;2
31;4
32;5
33;4
34;3
35;5
36;2
37;3
38;1
39;1
40;1
41;1
42;1
43;3
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;1
54;1
55;5
56;1
57;1
58;1
59;1
60;2
61;1
62;1
63;1
64;1
65;1
66;1
67;2
68;2
69;3
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;1
78;1
79;1
80;1
81;2
82;4
83;6
84;1
85;1
86;1
87;1
88;2
89;2
90;1
91;1
92;1
93;1
94;3
95;1
96;1
97;1
98;2
99;1
100;1
101;4
102;2
103;3
104;1
105;1
106;4
107;4
108;3
109;1
110;5
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;1
119;1
120;1
121;1
122;2
123;5
124;3
125;1
126;2
127;8
128;4
129;3
130;1
131;1
132;1
133;1
134;1
135;1
136;3
137;6
138;3
139;2
140;2
141;2
142;1
143;1
144;2
145;1
146;2
147;3
148;3
149;2
150;2
151;2
152;1
153;1
154;1
155;1
156;1
157;1
158;1
159;2
160;2
161;3
162;3
163;1
164;1
165;3
166;3
167;2
168;1
169;3
170;4
171;3
172;3
173;1
174;1
175;1
176;1
177;1
178;1
179;1
180;1
181;1
182;1
183;1
184;1
185;1
186;1
187;1
188;1
189;1
190;1
191;1
192;3
193;2
194;1
195;1
196;2
197;2
198;3
199;1
200;1
201;1
202;1
203;4
204;2
205;4
206;2
207;2
208;1
209;2
210;4
211;4
212;3
213;6
214;6
215;9
216;7
217;4
218;5
219;4
220;6
221;4
222;2
223;3
224;2
225;2
226;3
227;1
228;1
229;1
230;1
231;3
232;4
233;5
234;3
235;2
236;3
237;5
238;2
239;2
240;1
241;1
242;1
243;1
244;1
245;1
246;1
247;1
248;1
249;1
250;1
251;1
252;1
253;1
254;1
255;1
256;1
257;1
258;1
259;1
260;1
261;1
262;1
263;1
264;1
265;1
266;1
267;1
268;1
269;1
270;1
271;1
272;2
273;2
274;1
275;1
276;1
277;1
278;1
279;1
280;1
281;3
282;2
283;4
284;4
285;3
286;3
287;2
288;1
289;1
290;1
291;1
292;1
293;1
294;1
295;1
296;1
297;1
298;1
299;1
300;1
301;2
302;2
303;1
304;1
305;1
306;1
307;1
308;2
309;2
310;3
311;3
312;4
313;2
314;2
315;4
316;5
317;4
318;5
319;3
320;4
321;3
322;3
323;3
324;2
325;3
326;3
327;3
328;3
329;3
330;2
331;3
332;2
333;2
334;1
335;2
336;2
337;4
338;2
339;1
340;1
341;1
342;1
343;1
344;1
345;1
346;1
347;2
348;1
349;2
350;3
351;1
352;1
353;1
354;1
355;1
356;1
357;1
358;1
359;1
360;1
361;1
362;1
363;1
364;1
365;1
366;1
367;1
368;1
369;2
370;3
371;1
372;1
373;1
374;1
375;1
376;1
377;3
378;2
379;5
380;3
381;3
382;1
383;1
384;2
385;2
386;1
387;1
388;1
389;1
390;1
391;1
392;4
393;3
394;4
395;3
396;1
397;1
398;1
399;5
400;4
401;5
402;4
403;5
404;6
405;4
406;5
407;3
408;1
409;3
410;4
411;5
412;3
413;1
414;1
415;1
416;1
417;2
418;3
419;1
420;4
421;3
422;1
423;3
424;3
425;4
426;3
427;1
428;1
429;1
430;1
431;1
432;1
433;1
434;1
435;1
436;1
437;1
438;2
439;2
440;1
441;3
442;2
443;2
444;1
445;1
446;1
447;1
448;1
449;1
450;1
451;1
452;1
453;1
454;1
455;1
456;1
457;1
458;1
459;1
460;1
461;1
462;1
463;1
464;1
465;1
466;1
467;4
468;2
469;3
470;3
471;3
472;4
473;2
474;2
475;2
476;1
477;4
478;4
479;3
480;3
481;2
482;4
483;2
484;3
485;4
486;4
487;5
488;5
489;4
490;4
491;3
492;4
493;4
494;3
495;5
496;4
497;3
498;3
499;4
500;4
501;3
502;4
503;3
504;5
505;4
506;2
507;3
508;3
509;2
510;3
511;2
512;2
513;4
514;3
515;4
516;4
517;4
518;4
519;4
520;4
521;4
522;3
523;3
524;4
525;4
526;3
527;4
528;3
529;4
530;4
531;5
532;5
533;4
534;3
535;4
536;2
537;3
538;4
539;3
540;3
541;3
542;4
543;5
544;3
545;5
546;5
547;4
548;3
549;3
550;4
551;5
552;5
553;4
554;5
555;4
556;3
557;3
558;4
559;3
560;4
561;4
562;4
563;3
564;2
565;3
566;4
567;3
568;3
569;2
570;2
571;2
572;5
573;5
574;3
575;5
576;3
577;3
578;3
579;4
580;4
581;3
582;4
583;4
584;5
585;3
586;4
587;5
588;5
589;3
590;5
591;5
592;4
593;2
594;5
595;4
596;4
597;3
598;2
599;2
600;3
601;3
602;4
603;5
